,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,CompetitionDist,CompetitionOpen
24921,392,4,09-07-2015,651,Open,No,No Holiday,Yes,2120.0,2008.58333333
24922,393,4,09-07-2015,545,Open,No,No Holiday,Yes,4820.0,2008.25
24923,394,4,09-07-2015,610,Open,No,No Holiday,No,10850.0,2008.58333333
24924,395,4,09-07-2015,508,Open,No,No Holiday,Yes,3620.0,2013.16666667
24925,396,4,09-07-2015,1216,Open,No,No Holiday,No,23130.0,2008.58333333
24926,397,4,09-07-2015,686,Open,No,No Holiday,Yes,130.0,2008.58333333
24927,398,4,09-07-2015,540,Open,No,No Holiday,No,1540.0,2008.58333333
24928,399,4,09-07-2015,563,Open,No,No Holiday,No,5360.0,2012.75
24929,400,4,09-07-2015,1109,Open,No,No Holiday,No,70.0,2004.91666667
24930,401,4,09-07-2015,700,Open,No,No Holiday,No,9200.0,2009.83333333
24931,402,4,09-07-2015,571,Open,No,No Holiday,No,5830.0,2011.75
24932,403,4,09-07-2015,694,Open,No,No Holiday,Yes,4970.0,2015.58333333
24933,404,4,09-07-2015,585,Open,No,No Holiday,No,1420.0,2008.58333333
24934,405,4,09-07-2015,416,Open,No,No Holiday,Yes,1080.0,2008.33333333
24935,406,4,09-07-2015,498,Open,No,No Holiday,No,8240.0,2001.25
24936,407,4,09-07-2015,357,Open,No,No Holiday,No,5890.0,2003.83333333
24937,408,4,09-07-2015,426,Open,No,No Holiday,No,1560.0,2008.58333333
24938,409,4,09-07-2015,537,Open,No,No Holiday,No,840.0,2008.58333333
24939,410,4,09-07-2015,676,Open,No,No Holiday,Yes,40.0,2011.91666667
24940,411,4,09-07-2015,641,Open,No,No Holiday,No,8460.0,2008.58333333
24941,412,4,09-07-2015,595,Open,No,No Holiday,No,4460.0,2008.58333333
24942,413,4,09-07-2015,955,Open,No,No Holiday,No,760.0,2014.75
24943,414,4,09-07-2015,439,Open,No,No Holiday,No,6210.0,2008.58333333
24944,415,4,09-07-2015,523,Open,No,No Holiday,No,6910.0,2005.33333333
24945,416,4,09-07-2015,1241,Open,No,No Holiday,No,4650.0,2014.5
24946,417,4,09-07-2015,696,Open,No,No Holiday,Yes,840.0,2008.58333333
24947,418,4,09-07-2015,495,Open,No,No Holiday,Yes,1060.0,2009.41666667
24948,419,4,09-07-2015,745,Open,No,No Holiday,No,1620.0,2009.75
24949,420,4,09-07-2015,411,Open,No,No Holiday,No,250.0,2008.58333333
24950,421,4,09-07-2015,991,Open,No,No Holiday,No,3530.0,2012.5
24951,422,4,09-07-2015,398,Open,No,No Holiday,No,2880.0,2008.58333333
24952,423,4,09-07-2015,1977,Open,No,No Holiday,No,1270.0,2014.41666667
24953,424,4,09-07-2015,686,Open,No,No Holiday,Yes,1250.0,2008.58333333
24954,425,4,09-07-2015,394,Open,No,No Holiday,Yes,1460.0,2008.58333333
24955,426,4,09-07-2015,528,Open,No,No Holiday,Yes,250.0,2008.58333333
24956,427,4,09-07-2015,614,Open,No,No Holiday,No,70.0,2005.58333333
24957,428,4,09-07-2015,512,Open,No,No Holiday,No,2960.0,2015.0
24958,429,4,09-07-2015,360,Open,No,No Holiday,No,16350.0,2005.58333333
24959,430,4,09-07-2015,687,Open,No,No Holiday,No,12870.0,2008.83333333
24960,431,4,09-07-2015,903,Open,No,No Holiday,Yes,4520.0,2008.58333333
24961,432,4,09-07-2015,1660,Open,No,No Holiday,No,810.0,2013.41666667
24962,433,4,09-07-2015,656,Open,No,No Holiday,No,30030.0,2010.91666667
24963,434,4,09-07-2015,722,Open,No,No Holiday,No,13020.0,2003.66666667
24964,435,4,09-07-2015,342,Open,No,No Holiday,Yes,910.0,2008.58333333
24965,436,4,09-07-2015,567,Open,No,No Holiday,No,2300.0,2008.58333333
24966,437,4,09-07-2015,620,Open,No,No Holiday,No,430.0,2008.58333333
24967,438,4,09-07-2015,548,Open,No,No Holiday,No,1110.0,2008.58333333
24968,439,4,09-07-2015,685,Open,No,No Holiday,No,1350.0,2009.75
24969,440,4,09-07-2015,562,Open,No,No Holiday,No,3900.0,2005.33333333
24970,441,4,09-07-2015,600,Open,No,No Holiday,Yes,2530.0,2008.58333333
24971,442,4,09-07-2015,406,Open,No,No Holiday,No,500.0,2008.58333333
24972,443,4,09-07-2015,508,Open,No,No Holiday,No,11400.0,2006.0
24973,444,4,09-07-2015,1227,Open,No,No Holiday,No,1700.0,2009.91666667
24974,445,4,09-07-2015,1198,Open,No,No Holiday,Yes,240.0,2008.58333333
24975,446,4,09-07-2015,558,Open,No,No Holiday,Yes,340.0,2000.83333333
24976,447,4,09-07-2015,564,Open,No,No Holiday,No,1510.0,2013.75
24977,448,4,09-07-2015,727,Open,No,No Holiday,Yes,3970.0,2009.75
24978,449,4,09-07-2015,1362,Open,No,No Holiday,No,120.0,2015.0
24979,450,4,09-07-2015,1188,Open,No,No Holiday,No,5780.0,1994.91666667
24980,451,4,09-07-2015,397,Open,No,No Holiday,No,2460.0,2009.33333333
24981,452,4,09-07-2015,432,Open,No,No Holiday,No,1850.0,2013.66666667
24982,453,4,09-07-2015,1214,Open,No,No Holiday,No,75860.0,2008.58333333
24983,454,4,09-07-2015,740,Open,No,No Holiday,No,26450.0,2008.58333333
24984,455,4,09-07-2015,469,Open,No,No Holiday,No,7660.0,2010.75
24985,456,4,09-07-2015,813,Open,No,No Holiday,Yes,140.0,2008.58333333
24986,457,4,09-07-2015,464,Open,No,No Holiday,No,13140.0,2008.58333333
24987,458,4,09-07-2015,582,Open,No,No Holiday,No,3390.0,2008.58333333
24988,459,4,09-07-2015,1086,Open,No,No Holiday,No,250.0,2008.75
24989,460,4,09-07-2015,385,Open,No,No Holiday,No,34050.0,2008.33333333
24990,461,4,09-07-2015,406,Open,No,No Holiday,No,1790.0,2013.58333333
24991,462,4,09-07-2015,632,Open,No,No Holiday,No,44320.0,2008.66666667
24992,463,4,09-07-2015,896,Open,No,No Holiday,Yes,4160.0,2008.58333333
24993,464,4,09-07-2015,1070,Open,No,No Holiday,No,520.0,2009.25
24994,465,4,09-07-2015,563,Open,No,No Holiday,No,10890.0,2005.33333333
24995,466,4,09-07-2015,692,Open,No,No Holiday,Yes,3110.0,2003.25
24996,467,4,09-07-2015,1552,Open,No,No Holiday,Yes,20390.0,2008.33333333
24997,468,4,09-07-2015,664,Open,No,No Holiday,No,5260.0,2012.75
24998,469,4,09-07-2015,1247,Open,No,No Holiday,No,710.0,2005.75
24999,470,4,09-07-2015,1411,Open,No,No Holiday,Yes,50.0,2008.58333333
25000,471,4,09-07-2015,571,Open,No,No Holiday,No,5300.0,2008.58333333
25001,472,4,09-07-2015,623,Open,No,No Holiday,No,5030.0,2011.66666667
25002,473,4,09-07-2015,477,Open,No,No Holiday,Yes,50.0,2008.58333333
25003,474,4,09-07-2015,702,Open,No,No Holiday,No,14810.0,2008.58333333
25004,475,4,09-07-2015,820,Open,No,No Holiday,Yes,140.0,2005.75
25005,476,4,09-07-2015,669,Open,No,No Holiday,No,8300.0,2006.75
25006,477,4,09-07-2015,464,Open,No,No Holiday,No,770.0,2010.58333333
25007,478,4,09-07-2015,645,Open,No,No Holiday,No,1940.0,2012.25
25008,479,4,09-07-2015,1340,Open,No,No Holiday,No,320.0,2006.0
25009,480,4,09-07-2015,569,Open,No,No Holiday,No,300.0,2012.91666667
25010,481,4,09-07-2015,541,Open,No,No Holiday,No,7470.0,2008.58333333
25011,482,4,09-07-2015,738,Open,No,No Holiday,No,2550.0,2005.83333333
25012,483,4,09-07-2015,674,Open,No,No Holiday,No,2310.0,2011.75
25013,484,4,09-07-2015,696,Open,No,No Holiday,No,14300.0,2011.25
25014,485,4,09-07-2015,375,Open,No,No Holiday,No,3270.0,2008.58333333
25015,486,4,09-07-2015,555,Open,No,No Holiday,Yes,2320.0,2008.58333333
25016,487,4,09-07-2015,618,Open,No,No Holiday,No,2180.0,2012.75
25017,488,4,09-07-2015,326,Open,No,No Holiday,No,2890.0,2014.33333333
25018,489,4,09-07-2015,689,Open,No,No Holiday,No,14960.0,2013.91666667
25019,490,4,09-07-2015,920,Open,No,No Holiday,No,660.0,2013.33333333
25020,491,4,09-07-2015,455,Open,No,No Holiday,No,4680.0,2008.58333333
25021,492,4,09-07-2015,1052,Open,No,No Holiday,No,1740.0,2008.25
25022,493,4,09-07-2015,737,Open,No,No Holiday,Yes,1150.0,2008.58333333
25023,494,4,09-07-2015,1019,Open,No,No Holiday,No,1260.0,2011.5
25024,495,4,09-07-2015,373,Open,No,No Holiday,No,5470.0,2008.58333333
25025,496,4,09-07-2015,678,Open,No,No Holiday,No,2780.0,2015.5
25026,497,4,09-07-2015,1042,Open,No,No Holiday,No,1610.0,2008.58333333
25027,498,4,09-07-2015,773,Open,No,No Holiday,No,990.0,2008.58333333
25028,499,4,09-07-2015,661,Open,No,No Holiday,No,450.0,2008.58333333
25029,500,4,09-07-2015,435,Open,No,No Holiday,No,10690.0,2007.75
25030,501,4,09-07-2015,508,Open,No,No Holiday,No,1620.0,2006.75
25031,502,4,09-07-2015,1329,Open,No,No Holiday,No,220.0,2002.16666667
25032,503,4,09-07-2015,432,Open,No,No Holiday,No,13080.0,2006.75
25033,504,4,09-07-2015,926,Open,No,No Holiday,No,820.0,2008.58333333
25034,505,4,09-07-2015,545,Open,No,No Holiday,No,350.0,2008.58333333
25035,506,4,09-07-2015,679,Open,No,No Holiday,Yes,1850.0,2015.0
25036,507,4,09-07-2015,553,Open,No,No Holiday,Yes,9070.0,2011.33333333
25037,508,4,09-07-2015,629,Open,No,No Holiday,Yes,1280.0,2008.58333333
25038,509,4,09-07-2015,472,Open,No,No Holiday,No,4740.0,2008.58333333
25039,510,4,09-07-2015,669,Open,No,No Holiday,Yes,8260.0,2008.58333333
25040,511,4,09-07-2015,775,Open,No,No Holiday,No,2060.0,2009.75
25041,512,4,09-07-2015,1471,Open,No,No Holiday,No,590.0,2008.58333333
25042,513,4,09-07-2015,1908,Open,No,No Holiday,No,400.0,2013.66666667
25043,514,4,09-07-2015,590,Open,No,No Holiday,No,1200.0,2012.58333333
25044,515,4,09-07-2015,615,Open,No,No Holiday,Yes,11260.0,2008.58333333
25045,516,4,09-07-2015,708,Open,No,No Holiday,Yes,20.0,2008.58333333
25046,517,4,09-07-2015,651,Open,No,No Holiday,No,22490.0,2008.58333333
25047,518,4,09-07-2015,359,Open,No,No Holiday,No,3330.0,2015.25
25048,519,4,09-07-2015,468,Open,No,No Holiday,No,2510.0,2009.66666667
25049,520,4,09-07-2015,403,Open,No,No Holiday,No,6900.0,2008.58333333
25050,521,4,09-07-2015,396,Open,No,No Holiday,No,18610.0,2002.91666667
25051,522,4,09-07-2015,608,Open,No,No Holiday,No,7160.0,2012.91666667
25052,523,4,09-07-2015,1425,Open,No,No Holiday,No,50.0,2013.91666667
25053,524,4,09-07-2015,861,Open,No,No Holiday,No,40860.0,2013.75
25054,525,4,09-07-2015,729,Open,No,No Holiday,No,1870.0,2013.75
25055,526,4,09-07-2015,1445,Open,No,No Holiday,No,120.0,2008.58333333
25056,527,4,09-07-2015,935,Open,No,No Holiday,Yes,5830.0,2008.33333333
25057,528,4,09-07-2015,870,Open,No,No Holiday,Yes,20620.0,2008.58333333
25058,529,4,09-07-2015,771,Open,No,No Holiday,No,12920.0,2012.75
25059,530,4,09-07-2015,1032,Open,No,No Holiday,No,18160.0,2008.58333333
25060,531,4,09-07-2015,573,Open,No,No Holiday,No,4030.0,2008.58333333
25061,532,4,09-07-2015,1172,Open,No,No Holiday,Yes,1070.0,2010.66666667
25062,533,4,09-07-2015,999,Open,No,No Holiday,No,5950.0,2008.58333333
25063,534,4,09-07-2015,369,Open,No,No Holiday,No,1200.0,2009.75
25064,535,4,09-07-2015,979,Open,No,No Holiday,Yes,3570.0,2007.33333333
25065,536,4,09-07-2015,759,Open,No,No Holiday,Yes,4700.0,2002.75
25066,537,4,09-07-2015,544,Open,No,No Holiday,No,600.0,2002.41666667
25067,538,4,09-07-2015,565,Open,No,No Holiday,No,990.0,2010.16666667
25068,539,4,09-07-2015,1023,Open,No,No Holiday,No,770.0,2013.41666667
25069,540,4,09-07-2015,432,Open,No,No Holiday,No,810.0,2008.58333333
25070,541,4,09-07-2015,791,Open,No,No Holiday,Yes,650.0,1990.58333333
25071,542,4,09-07-2015,475,Open,No,No Holiday,No,7280.0,2012.75
25072,543,4,09-07-2015,220,Open,No,No Holiday,No,1080.0,2013.0
25073,544,4,09-07-2015,1633,Open,No,No Holiday,No,250.0,2002.0
25074,545,4,09-07-2015,930,Open,No,No Holiday,Yes,5020.0,2006.41666667
25075,546,4,09-07-2015,1800,Open,No,No Holiday,No,580.0,2005.08333333
25076,547,4,09-07-2015,461,Open,No,No Holiday,No,8990.0,2009.91666667
25077,548,4,09-07-2015,366,Open,No,No Holiday,No,3760.0,2009.16666667
25078,549,4,09-07-2015,528,Open,No,No Holiday,No,2330.0,2008.58333333
25079,550,4,09-07-2015,358,Open,No,No Holiday,No,50.0,2015.5
25080,551,4,09-07-2015,952,Open,No,No Holiday,No,2190.0,2013.75
25081,552,4,09-07-2015,582,Open,No,No Holiday,No,4260.0,2008.58333333
25082,553,4,09-07-2015,539,Open,No,No Holiday,No,3040.0,2002.75
25083,554,4,09-07-2015,684,Open,No,No Holiday,No,1200.0,2008.58333333
25084,555,4,09-07-2015,427,Open,No,No Holiday,No,1560.0,2014.08333333
25085,556,4,09-07-2015,759,Open,No,No Holiday,No,1140.0,2014.91666667
25086,557,4,09-07-2015,528,Open,No,No Holiday,Yes,250.0,2008.58333333
25087,558,4,09-07-2015,385,Open,No,No Holiday,No,3000.0,2010.16666667
25088,559,4,09-07-2015,694,Open,No,No Holiday,No,3910.0,2006.91666667
25089,560,4,09-07-2015,1536,Open,No,No Holiday,No,1910.0,2013.58333333
25090,561,4,09-07-2015,636,Open,No,No Holiday,Yes,14300.0,2008.58333333
25091,562,4,09-07-2015,3047,Open,No,No Holiday,No,1210.0,2008.58333333
25092,563,4,09-07-2015,541,Open,No,No Holiday,Yes,700.0,2015.25
25093,564,4,09-07-2015,517,Open,No,No Holiday,Yes,6540.0,2008.58333333
25094,565,4,09-07-2015,628,Open,No,No Holiday,Yes,160.0,2007.58333333
25095,566,4,09-07-2015,500,Open,No,No Holiday,No,3620.0,2008.58333333
25096,567,4,09-07-2015,555,Open,No,No Holiday,Yes,1010.0,2012.75
25097,568,4,09-07-2015,395,Open,No,No Holiday,No,4270.0,2008.58333333
25098,569,4,09-07-2015,670,Open,No,No Holiday,No,1340.0,2006.75
25099,570,4,09-07-2015,526,Open,No,No Holiday,Yes,180.0,2006.91666667
25100,571,4,09-07-2015,571,Open,No,No Holiday,No,2110.0,1995.91666667
25101,572,4,09-07-2015,506,Open,No,No Holiday,Yes,9230.0,2004.33333333
25102,573,4,09-07-2015,280,Open,No,No Holiday,No,1190.0,2012.91666667
25103,574,4,09-07-2015,573,Open,No,No Holiday,No,4400.0,2008.58333333
25104,575,4,09-07-2015,386,Open,No,No Holiday,No,960.0,2008.41666667
25105,576,4,09-07-2015,841,Open,No,No Holiday,No,50.0,2006.91666667
25106,577,4,09-07-2015,510,Open,No,No Holiday,No,2270.0,2008.58333333
25107,578,4,09-07-2015,1000,Open,No,No Holiday,No,12700.0,2013.33333333
25108,579,4,09-07-2015,769,Open,No,No Holiday,Yes,20970.0,2012.91666667
25109,580,4,09-07-2015,1412,Open,No,No Holiday,No,170.0,2009.16666667
25110,581,4,09-07-2015,535,Open,No,No Holiday,No,7250.0,2014.0
25111,582,4,09-07-2015,742,Open,No,No Holiday,No,120.0,2008.58333333
25112,583,4,09-07-2015,443,Open,No,No Holiday,No,2640.0,2002.91666667
25113,584,4,09-07-2015,391,Open,No,No Holiday,No,1360.0,2008.58333333
25114,585,4,09-07-2015,704,Open,No,No Holiday,No,440.0,2014.33333333
25115,586,4,09-07-2015,2120,Open,No,No Holiday,Yes,250.0,2008.83333333
25116,587,4,09-07-2015,694,Open,No,No Holiday,No,330.0,2006.75
25117,588,4,09-07-2015,630,Open,No,No Holiday,No,15720.0,2010.25
25118,589,4,09-07-2015,513,Open,No,No Holiday,No,360.0,2008.58333333
25119,590,4,09-07-2015,363,Open,No,No Holiday,No,4520.0,2010.75
25120,591,4,09-07-2015,453,Open,No,No Holiday,No,3340.0,2008.58333333
25121,592,4,09-07-2015,661,Open,No,No Holiday,Yes,2540.0,2005.5
25122,593,4,09-07-2015,1487,Open,No,No Holiday,No,33060.0,2010.25
25123,594,4,09-07-2015,481,Open,No,No Holiday,No,1790.0,2011.83333333
25124,595,4,09-07-2015,1666,Open,No,No Holiday,No,1130.0,2015.5
25125,596,4,09-07-2015,674,Open,No,No Holiday,No,290.0,2006.75
25126,597,4,09-07-2015,736,Open,No,No Holiday,No,150.0,2008.75
25127,598,4,09-07-2015,643,Open,No,No Holiday,No,550.0,2014.0
25128,599,4,09-07-2015,759,Open,No,No Holiday,No,580.0,2014.91666667
25129,600,4,09-07-2015,616,Open,No,No Holiday,No,17340.0,2010.5
25130,601,4,09-07-2015,317,Open,No,No Holiday,No,8220.0,2014.33333333
25131,602,4,09-07-2015,630,Open,No,No Holiday,No,2710.0,2001.58333333
25132,603,4,09-07-2015,972,Open,No,No Holiday,No,340.0,2007.33333333
25133,604,4,09-07-2015,462,Open,No,No Holiday,No,10950.0,2014.25
25134,605,4,09-07-2015,498,Open,No,No Holiday,No,10310.0,2003.33333333
25135,606,4,09-07-2015,567,Open,No,No Holiday,No,2260.0,2007.91666667
25136,607,4,09-07-2015,399,Open,No,No Holiday,No,350.0,1999.66666667
25137,608,4,09-07-2015,956,Open,No,No Holiday,No,18370.0,2013.16666667
25138,609,4,09-07-2015,533,Open,No,No Holiday,No,2070.0,2007.75
25139,610,4,09-07-2015,466,Open,No,No Holiday,Yes,660.0,2007.08333333
25140,611,4,09-07-2015,452,Open,No,No Holiday,No,8080.0,2003.0
25141,612,4,09-07-2015,325,Open,No,No Holiday,No,2490.0,2012.91666667
25142,613,4,09-07-2015,835,Open,No,No Holiday,No,250.0,2007.5
25143,614,4,09-07-2015,942,Open,No,No Holiday,No,1160.0,2013.0
25144,615,4,09-07-2015,1129,Open,No,No Holiday,No,730.0,2007.66666667
25145,616,4,09-07-2015,782,Open,No,No Holiday,Yes,3040.0,2011.66666667
25146,617,4,09-07-2015,616,Open,No,No Holiday,No,8940.0,2008.58333333
25147,618,4,09-07-2015,472,Open,No,No Holiday,No,9910.0,2008.58333333
25148,619,4,09-07-2015,409,Open,No,No Holiday,No,1600.0,2006.5
25149,620,4,09-07-2015,728,Open,No,No Holiday,No,5440.0,2008.58333333
25150,621,4,09-07-2015,689,Open,No,No Holiday,Yes,30.0,2002.58333333
25151,622,4,09-07-2015,477,Open,No,No Holiday,No,,2008.58333333
25152,623,4,09-07-2015,712,Open,No,No Holiday,Yes,4080.0,2011.25
25153,624,4,09-07-2015,678,Open,No,No Holiday,Yes,6920.0,2011.75
25154,625,4,09-07-2015,623,Open,No,No Holiday,Yes,1170.0,2011.33333333
25155,626,4,09-07-2015,885,Open,No,No Holiday,No,10740.0,2013.91666667
25156,627,4,09-07-2015,620,Open,No,No Holiday,No,3970.0,2010.25
25157,628,4,09-07-2015,677,Open,No,No Holiday,No,2180.0,2008.58333333
25158,629,4,09-07-2015,526,Open,No,No Holiday,No,510.0,2014.58333333
25159,630,4,09-07-2015,738,Open,No,No Holiday,No,1690.0,2015.33333333
25160,631,4,09-07-2015,611,Open,No,No Holiday,No,2870.0,2008.58333333
25161,632,4,09-07-2015,834,Open,No,No Holiday,No,3350.0,2010.16666667
25162,633,4,09-07-2015,492,Open,No,No Holiday,No,11640.0,2005.33333333
25163,634,4,09-07-2015,674,Open,No,No Holiday,No,18610.0,2008.58333333
25164,635,4,09-07-2015,560,Open,No,No Holiday,No,27530.0,2014.33333333
25165,636,4,09-07-2015,589,Open,No,No Holiday,No,720.0,2004.83333333
25166,637,4,09-07-2015,743,Open,No,No Holiday,No,9790.0,2008.58333333
25167,638,4,09-07-2015,452,Open,No,No Holiday,No,10170.0,2001.91666667
25168,639,4,09-07-2015,384,Open,No,No Holiday,Yes,7780.0,2006.91666667
25169,640,4,09-07-2015,778,Open,No,No Holiday,Yes,8040.0,2008.58333333
25170,641,4,09-07-2015,425,Open,No,No Holiday,Yes,610.0,2004.0
25171,642,4,09-07-2015,396,Open,No,No Holiday,Yes,530.0,2005.33333333
25172,643,4,09-07-2015,909,Open,No,No Holiday,No,230.0,2010.5
25173,644,4,09-07-2015,909,Open,No,No Holiday,No,4030.0,2005.0
25174,645,4,09-07-2015,1118,Open,No,No Holiday,No,90.0,2008.58333333
25175,646,4,09-07-2015,730,Open,No,No Holiday,No,620.0,2014.75
25176,647,4,09-07-2015,641,Open,No,No Holiday,No,7420.0,2013.33333333
25177,648,4,09-07-2015,504,Open,No,No Holiday,No,2130.0,2009.0
25178,649,4,09-07-2015,373,Open,No,No Holiday,No,14570.0,2002.91666667
25179,650,4,09-07-2015,613,Open,No,No Holiday,No,1420.0,2012.83333333
25180,651,4,09-07-2015,763,Open,No,No Holiday,Yes,200.0,2008.58333333
25181,652,4,09-07-2015,705,Open,No,No Holiday,No,20390.0,2008.58333333
25182,653,4,09-07-2015,462,Open,No,No Holiday,Yes,7520.0,2014.58333333
25183,654,4,09-07-2015,724,Open,No,No Holiday,No,6930.0,2006.75
25184,655,4,09-07-2015,633,Open,No,No Holiday,Yes,960.0,2012.91666667
25185,656,4,09-07-2015,349,Open,No,No Holiday,No,410.0,2009.33333333
25186,657,4,09-07-2015,639,Open,No,No Holiday,Yes,80.0,2006.08333333
25187,658,4,09-07-2015,559,Open,No,No Holiday,Yes,520.0,2008.58333333
25188,659,4,09-07-2015,677,Open,No,No Holiday,No,1590.0,2012.25
25189,660,4,09-07-2015,556,Open,No,No Holiday,No,1200.0,2006.91666667
25190,661,4,09-07-2015,529,Open,No,No Holiday,No,2140.0,2013.58333333
25191,662,4,09-07-2015,655,Open,No,No Holiday,No,1070.0,2008.58333333
25192,663,4,09-07-2015,700,Open,No,No Holiday,No,7860.0,2005.41666667
25193,664,4,09-07-2015,578,Open,No,No Holiday,No,1680.0,2005.83333333
25194,665,4,09-07-2015,1188,Open,No,No Holiday,No,90.0,2013.0
25195,666,4,09-07-2015,528,Open,No,No Holiday,No,2700.0,2008.58333333
25196,667,4,09-07-2015,678,Open,No,No Holiday,No,2870.0,2012.75
25197,668,4,09-07-2015,1048,Open,No,No Holiday,No,1270.0,2010.75
25198,669,4,09-07-2015,378,Open,No,No Holiday,No,17080.0,2012.58333333
25199,670,4,09-07-2015,666,Open,No,No Holiday,No,2060.0,2008.58333333
25200,671,4,09-07-2015,681,Open,No,No Holiday,No,2070.0,2008.16666667
25201,672,4,09-07-2015,1129,Open,No,No Holiday,No,240.0,2002.75
25202,673,4,09-07-2015,603,Open,No,No Holiday,No,15170.0,2008.58333333
25203,674,4,09-07-2015,854,Open,No,No Holiday,Yes,2640.0,2006.0
25204,675,4,09-07-2015,586,Open,No,No Holiday,Yes,2100.0,2013.66666667
25205,676,4,09-07-2015,1908,Open,No,No Holiday,No,1410.0,2008.75
25206,677,4,09-07-2015,538,Open,No,No Holiday,No,1740.0,2014.5
25207,678,4,09-07-2015,758,Open,No,No Holiday,Yes,3250.0,2008.58333333
25208,679,4,09-07-2015,939,Open,No,No Holiday,No,4140.0,2012.75
25209,680,4,09-07-2015,734,Open,No,No Holiday,No,170.0,2008.58333333
25210,681,4,09-07-2015,530,Open,No,No Holiday,No,620.0,2008.58333333
25211,682,4,09-07-2015,1864,Open,No,No Holiday,No,150.0,2006.75
25212,683,4,09-07-2015,765,Open,No,No Holiday,No,2850.0,2014.58333333
25213,684,4,09-07-2015,575,Open,No,No Holiday,No,680.0,2008.58333333
25214,685,4,09-07-2015,516,Open,No,No Holiday,Yes,650.0,2013.91666667
25215,686,4,09-07-2015,791,Open,No,No Holiday,No,20050.0,2002.33333333
25216,687,4,09-07-2015,663,Open,No,No Holiday,Yes,2770.0,2008.58333333
25217,688,4,09-07-2015,377,Open,No,No Holiday,No,18760.0,2015.66666667
25218,689,4,09-07-2015,694,Open,No,No Holiday,No,15040.0,2004.83333333
25219,690,4,09-07-2015,712,Open,No,No Holiday,Yes,100.0,2008.58333333
25220,691,4,09-07-2015,497,Open,No,No Holiday,Yes,3030.0,2008.58333333
25221,692,4,09-07-2015,709,Open,No,No Holiday,Yes,40.0,2001.66666667
25222,693,4,09-07-2015,405,Open,No,No Holiday,No,450.0,2008.58333333
25223,694,4,09-07-2015,743,Open,No,No Holiday,No,460.0,2012.91666667
25224,695,4,09-07-2015,482,Open,No,No Holiday,Yes,550.0,2011.58333333
25225,696,4,09-07-2015,943,Open,No,No Holiday,No,430.0,2008.58333333
25226,697,4,09-07-2015,900,Open,No,No Holiday,Yes,3780.0,2008.58333333
25227,698,4,09-07-2015,1943,Open,No,No Holiday,No,1790.0,2011.41666667
25228,699,4,09-07-2015,854,Open,No,No Holiday,No,180.0,2008.58333333
